"action","keyword","token","upos","xpos","n_docs"
"x","lyase","lyase,lyases","NOUN,INTJ,VERB,ADJ","NN,NNS,UH,VB,JJ",216
"","lymph","lymph","VERB,ADJ,NOUN,INTJ,ADV","VBP,JJ,NN,VB,UH,RB",278
"","lymphadenopathy","lymphadenopathy,Lymphadenopathy","NOUN,ADJ,ADV,PROPN","NN,JJ,WRB,NNP",46
"lymph","lymphatic","lymphatics,lymphatic,Lymphatic","NOUN,ADJ","NNS,JJ,NN",131
"","lymphedema","lymphedema","NOUN,ADP","NN,IN",27
"","lymphoblastic","lymphoblastic","ADJ","JJ",49
"","lymphocyte","lymphocyte,lymphocytes,Lymphocytes,Lymphocyte,LYMPHOCYTES","ADJ,NOUN,VERB,ADP,PROPN","JJ,NN,VB,NNS,IN,VBZ,NNPS,NNP,VBD",637
"lymphocyte","lymphocytic","lymphocytic,Lymphocytic","ADJ,PROPN,NOUN","JJ,NNP,NN",63
"","lymphoid","lymphoid,Lymphoid","ADJ,NOUN,VERB,X","JJ,NN,VB,VBD,AFX,VBN",221
"","lymphoma","lymphomas,lymphoma,lymphoma.,Lymphoma,Lymphomas,LYMPHOMA","NOUN,PROPN,X","NNS,NN,NNP,FW",200
"","lymphoproliferative","lymphoproliferative","ADJ","JJ",25
"","lymphotoxin","lymphotoxin","NOUN,ADP,X,VERB,ADV,ADJ","NN,IN,GW,VB,RB,JJ,VBG",24
"x","lys","Lys","NOUN,PROPN","NNS,NNP,NNPS",33
"x","lysine","lysine,lysines,Lysine","NOUN,NUM,VERB,PROPN,ADJ,PRON","NN,CD,VB,NNP,JJ,PRP,NNS",834
"","lysis","lysis","NOUN,VERB","NN,VBZ",52
"x","lysophosphatidic","lysophosphatidic","ADJ,NOUN,X","JJ,NN,GW",38
"x","lysophospholipid","lysophospholipid,lysophospholipids,lysophospholipid:","NOUN,ADJ,SYM","NN,JJ,NNS,NFP",27
"lysosome","lysosomal","lysosomal,Lysosomal","ADJ,NOUN,VERB","JJ,NN,VB",328
"","lysosome","lysosome,lysosomes,Lysosomes","NOUN,ADJ,DET,VERB","NN,NNS,JJ,DT,VB,VBZ",284
"","lysozyme","lysozyme,lysozymes,Lysozymes","NOUN,ADJ,DET,VERB","NN,JJ,DT,NNS,VB",25
"x","lysyl","lysyl","PROPN,NOUN,VERB,INTJ,ADJ,AUX","NNP,NN,VB,UH,JJ,MD",74
"x","lytic","lytic","ADJ,NOUN","JJ,NN",39
"x","m2","m2","NUM,NOUN","CD,NN",24
"","mRNA","mRNAs,mRNA","NOUN,PROPN,DET,X,ADJ,PART,SYM,INTJ,ADP","NNS,NN,NNP,DT,AFX,NNPS,GW,JJ,TO,SYM,UH,IN,FW",7244
"","mTOR","mTOR","NOUN,PROPN,CCONJ,SCONJ,ADJ","NN,NNP,CC,IN,JJ",22
"x","machinery","machinery,Machinery,machineries","NOUN,PROPN","NN,NNP,NNS",123
"x","macroautophagy","macroautophagy","NOUN,ADJ,INTJ,ADV","NN,JJ,UH,NNS,RB",27
"x","macrocephaly","macrocephaly","NOUN,ADV,ADJ","NN,RB,JJ",59
"macromolecule","macromolecular","macromolecular","ADJ","JJ",76
"","macromolecule","macromolecules,macromolecule","AUX,NOUN,ADJ","VBZ,NNS,NN,JJ",208
"","macrophage","macrophages,macrophage,Macrophage,MACROPHAGES","NOUN,ADJ,VERB,PROPN","NNS,NN,JJ,VB,VBN,VBZ,NNP",448
"","macula","macula,maculae","NOUN,X","NN,FW",88
"macula","macular","macular,Macular","ADJ","JJ",116
"","macule","macules,macule","NOUN","NNS,NN",35
"x","maculopapular","maculopapular","ADJ","JJ",21
"x","magnesium","magnesium,magnesium:,Magnesium","NOUN,VERB,SYM,PROPN","NN,VB,NFP,VBP,NNP",119
"x","magnetic","magnetic","ADJ","JJ",93
"x","magnitude","magnitude,magnitudes","NOUN","NN,NNS",230
"x","main","main,Main","ADJ","JJ",306
"x","mainly","mainly,Mainly","ADV","RB",243
"x","maintain","maintained,maintain,maintains,maintaining,Maintaining,Maintains","VERB,NOUN","VBN,VB,VBZ,VBG,NN,VBP",770
"x","maintenance","maintenance,Maintenance","NOUN,X","NN,ADD",790
"x","major","major,Major","ADJ,NOUN","JJ,NN",912
"x","majority","majority,Majority","NOUN","NN",95
"x","make","making,makes,made,make,Made","NOUN,VERB","NN,VBG,VBZ,VBN,VBP,VB,VBD",535
"x","malabsorption","malabsorption","NOUN","NN",28
"x","malaise","malaise","NOUN","NN",31
"","malaria","malaria,Malaria","NOUN,PROPN","NN,NNP",28
"x","malate","malate,Malate,malate:","NOUN,ADJ,ADV,VERB,SYM","NN,JJ,RB,VB,VBP,VBD,NFP",76
"x","male","male,males,Male,Males","ADJ,NOUN,VERB","JJ,NNS,NN,VB,VBZ",643
"","malformation","malformation,malformations,Malformations,MALFORMATIONS,Malformation","NOUN,PROPN","NN,NNS,NNP",350
"malformation","malformed","malformed","VERB","VBN",29
"x","malfunction","malfunction,malfunctions,malfunctioning,Malfunction","NOUN,VERB","NN,NNS,VBG",21
"malignant","malignancy","malignancy,malignancies","VERB,NOUN","VB,NNS,NN",106
"","malignant","malignant,Malignant,malignant.","ADJ,NOUN,VERB,PROPN","JJ,NN,VB,VBP,NNP",339
"","malnutrition","malnutrition,MALNUTRITION","NOUN,PROPN,NUM,ADJ","NN,NNP,CD,JJ",20
"x","malonate","malonate","NOUN,ADJ,VERB","NN,JJ,VB",23
"x","malonyl","malonyl","ADJ,NOUN,PROPN,AUX,INTJ,X,VERB","JJ,NN,NNP,MD,UH,ADD,VB",108
"x","maltose","maltose,Maltose","NOUN,ADJ,PRON,DET,VERB","NN,JJ,DT,VB",68
"mammalian","mammal","mammals,mammal,Mammals,MAMMALS","NOUN,ADJ","NNS,JJ,NN",319
"","mammalian","mammalian,Mammalian","ADJ,AUX","JJ,MD",525
"","mammary","mammary,Mammary","ADJ,NOUN,INTJ","JJ,NN,UH",254
"x","man","man,Man,MEN,men,Men","NOUN,PROPN,ADJ","NN,NNP,JJ,NNS",165
"x","mandelate","mandelate","ADV,NOUN,ADJ,VERB,PROPN","RB,NN,JJ,VB,VBP,NNP",22
"","mandible","mandible","ADJ,NOUN","JJ,NN,NNS",83
"mandible","mandibular","mandibular","NOUN,ADJ","NN,JJ",69
"x","manganese","manganese,Manganese","NOUN,ADJ,VERB,DET,PRON","NN,JJ,VB,DT",57
"x","manifest","manifest,manifests,manifested,manifesting,Manifest","ADJ,VERB,NOUN,ADV","JJ,VBZ,VB,VBN,JJS,VBP,VBG,NNS,VBD,NN,RBS",324
"x","manifestation","manifestation,manifestations,Manifestations,MANIFESTATIONS","NOUN","NN,NNS",322
"x","mannan","mannans,mannan","NOUN,ADJ,ADV,AUX","NNS,JJ,RB,NN,MD",39
"x","manner","manner","NOUN","NN",234
"x","mannitol","mannitol,Mannitol","NOUN,ADJ,PROPN,ADV,VERB,AUX","NN,JJ,NNP,RB,VB,MD",43
"x","manno","manno","NOUN,PROPN,X","NN,NNP,GW",43
"x","mannosamine","mannosamine","NOUN,NUM,ADJ,VERB","NN,CD,JJ,VB",23
"x","mannose","mannose,Mannose,mannose:,mannoses","NOUN,ADJ,PRON,DET,VERB,SYM","NN,JJ,DT,VB,VBP,VBD,NFP,NNS",384
"x","mannosidase","mannosidase","NOUN","NN",35
"x","mannosyl","mannosyl","ADJ,NOUN,PROPN,AUX,VERB,INTJ","JJ,NN,NNP,MD,VB,UH",123
"x","mannosyltransferase","mannosyltransferase,mannosyltransferases","NOUN,ADJ,VERB","NN,JJ,VB,NNS",68
"x","mantle","mantle,Mantle","NOUN,ADJ","NN,JJ",37
"x","manual","Manual,manual","PROPN,ADJ","NNP,JJ",30
"x","manufacture","manufacture,manufacturing,manufactured","NOUN,VERB","NN,VBN,VB",33
"x","many","many,Many","ADJ,VERB","JJ,VB",1641
"x","map","maps,mapped,map,mapping,Mapped","NOUN,VERB","NNS,VBN,VBZ,NN,VBD,VB,VBP,VBG",185
"x","margin","margin,margins","NOUN","NN,NNS",103
"x","marginal","marginal,Marginal","ADJ","JJ",41
"x","mark","marks,marking,marked,Marked,mark,markings","VERB,NOUN,PROPN","VBZ,VBG,VBN,NNS,VBD,VB,NN,NNP",192
"x","markedly","markedly,Markedly","ADV,VERB","RB,VBN",48
"","marker","markers,marker","NOUN","NNS,NN",176
"","marrow","marrow","NOUN,VERB,ADV,ADJ","NN,VBP,WRB,JJ,VB",273
"x","mass","mass,masses,Mass,Masses","NOUN,ADJ,VERB,PROPN,ADV","NN,JJ,NNS,VBZ,NNP,RB,VBP,VB",420
"x","massive","massive,Massive","ADJ","JJ",36
"x","mast","mast,Mast","ADJ,NOUN,VERB","JJ,NN,VBN,VB",201
"","mastication","mastication","NOUN","NN",21
"x","mastoid","mastoid","ADJ,NOUN","JJ,NN",21
"x","match","match,matched,matches,matching","VERB","VB,VBN,VBZ,VBG",25
"x","mate","mated,mating,Mating,mate,matings","VERB,NOUN,ADJ,X","VBN,NN,VBG,JJ,NNS,ADD,VB",166
"x","mater","mater","NOUN","NN",29
"x","material","material,materials,Material","NOUN,ADJ","NN,NNS,JJ",5359
"","maternal","maternal,Maternal","ADJ,NOUN","JJ,NN",117
"maternal","maternally","Maternally,maternally","ADV","RB",20
"x","matrix","matrix,matrices","NOUN,NUM,VERB","NN,CD,NNS,VB",1058
"x","matter","matter,mattering,matters","ADV,NOUN","RB,NN,NNS",345
"mature","maturation","maturation,Maturation","NOUN","NN",467
"","mature","mature,Mature,matures,maturing,matured","ADJ,VERB,NOUN","JJ,VBP,NN,VBZ,VBG,VB,VBN,NNS",5611
"mature","maturity","maturity,Maturity","NOUN","NN",31
"","maxilla","maxilla,maxillae,Maxilla","NOUN,X,PROPN","NN,AFX,NNP",74
"maxilla","maxillary","maxillary,Maxillary","ADJ,NOUN","JJ,NN",87
"x","maximal","maximal","ADJ,VERB","JJ,VB",38
"x","may","may,might,May,Might","AUX,PROPN,ADJ,NOUN","MD,NNP,JJ,NN",6082
"x","mean","means,mean,meaning,Mean,meanings","NOUN,VERB,ADJ,X,AUX,PROPN","NNS,NN,VB,VBZ,JJ,VBG,VBP,GW,MD,NNP",682
"x","measurable","measurable","ADJ","JJ",2497
"x","measure","measured,measure,measuring,measures","VERB,NOUN","VBN,NN,VBD,VBG,VBZ,VB,NNS,VBP",289
"x","measurement","measurements,measurement,Measurements","NOUN","NNS,NN",41
"","meat","meats,meat,meat.","NOUN","NNS,NN",24
"x","meatus","meatus","NOUN,X","NN,ADD",27
"x","mechanical","mechanical,Mechanical","ADJ","JJ",203
"x","mechanism","mechanism,mechanisms,Mechanisms","NOUN","NN,NNS",543
"x","meconium","meconium,Meconium","NOUN,ADJ,X","NN,JJ,GW",20
"x","med","Med","ADJ,PROPN","JJ,NNP",21
"x","medial","medial,Medial","ADJ,NOUN,VERB","JJ,NN,VB",258
"x","median","median,Median","ADJ,NOUN","JJ,NN",54
"","mediastinum","mediastinum","NOUN","NN",34
"x","mediate","mediated,mediates,mediating,mediate,Mediates","VERB,NOUN,ADJ","VBN,VBZ,VBD,NNS,VBG,JJ,VBP,VB,NN",3572
"","mediator","mediators,mediator,Mediator","NOUN,PROPN","NNS,NN,NNP",251
"x","medical","medical,Medical","ADJ,PROPN","JJ,NNP",66
"x","medication","medication,medications","NOUN","NN,NNS",77
"x","medicine","medicines,medicine,Medicine","NOUN,PROPN","NNS,NN,NNP",46
"x","medium","medium,media,Medium,MEDIA","NOUN,ADJ,VERB,PROPN","NN,JJ,VB,NNP",237
"","medulla","medulla,medulla.","NOUN,X,PROPN","NN,FW,AFX,NNP",186
"medulla","medullary","medullary,Medullary","NOUN,ADJ,VERB","NN,JJ,VBP",47
"x","meet","Met,meet,met,meets,meeting,MET,meet.,Meeting","PROPN,VERB,NOUN,ADJ","NNP,VBP,VBN,VB,VBZ,NNS,NN,JJ,VBG",78
"","megakaryocyte","megakaryocyte,megakaryocytes,Megakaryocyte","NOUN,VERB,ADJ","NN,NNS,VB,JJ",61
"","meiosis","meiosis,Meiosis","NOUN,PRON,DET,VERB,ADV,PROPN","NN,DT,PRP,VBZ,RB,NNPS,PRP$,NNP",281
"meiosis","meiotic","meiotic,Meiotic","ADJ,NOUN","JJ,NN",468
"","melanin","melanin,melanins,Melanin,Melanins","NOUN,VERB,ADP,ADJ,PROPN","NN,NNS,VBP,IN,JJ,VBG,VB,NNP",81
"","melanocortin","melanocortin","NOUN,ADP,VERB","NN,IN,VB,VBN",29
"","melanocyte","melanocyte,melanocytes,MELANOCYTES","NOUN,VERB,ADJ,X","NN,NNS,VB,JJ,VBZ,ADD",104
"","melanogaster","melanogaster","NOUN,PROPN","NN,NNP,NNPS",141
"","melanoma","melanoma,melanomas,Melanoma","NOUN,X,PROPN","NN,NNS,AFX,FW,NNP",112
"","melanosome","melanosome,melanosomes,Melanosomes","NOUN,DET,VERB,ADJ","NN,NNS,DT,VB,JJ",57
"","melatonin","melatonin,Melatonin","NOUN,ADP,PROPN,VERB,X,ADJ","NN,IN,NNP,VB,GW,JJ",45
"","melibiose","melibiose,melibiose:","NOUN,DET,SYM,VERB","NN,DT,NFP,VB",21
"","mellitus","mellitus","ADP,NOUN,VERB,CCONJ,ADV,ADJ,X","IN,NN,VBP,CC,RB,JJ,ADD",130
"x","member","member,members,Members,Member","NOUN,PROPN","NN,NNS,NNP",7563
"","membrane","membrane,membranes,Membrane,MEMBRANE,MEMBRANES","NOUN,ADJ,VERB,PRON,ADV,PROPN","NN,NNS,JJ,VB,RB,NNP,VBN,VBZ",8451
"","membranous","membranous","ADJ,NOUN","JJ,NN",115
"","memory","memory,Memory,memories","NOUN,ADJ,PROPN","NN,JJ,NNS,NNP",280
"x","menaquinone","menaquinones,menaquinone","NOUN,NUM,VERB,PRON","NNS,NN,CD,VB,PRP",32
"","meninge","meninges,MENINGES,Meninges","NOUN,PROPN","NNS,NNP",61
"","meningioma","meningioma,Meningioma,meningiomas","NOUN,PROPN,X,ADP","NN,NNP,AFX,NNS,IN",26
"","meningitis","meningitis,MENINGITIS,Meningitis","NOUN,VERB,PRON","NNS,VBZ,DT",41
"menstruation","menstrual","menstrual,Menstrual","ADJ,NOUN","JJ,NN",28
"","menstruation","menstruation","NOUN","NN",24
"x","mental","mental,MENTAL,Mental","ADJ,NOUN,PROPN","JJ,NN,NNP",215
"x","mercury","mercury,Mercury","NOUN,VERB,PROPN","NN,VB,NNP",31
"x","merge","merging,Merging,merge,merged,merges","NOUN,VERB","NN,VB,VBN,NNS",26
"","meristem","meristem,meristems","NOUN","NN,NNS",102
"","mesangial","mesangial,MESANGIAL","ADJ,PROPN,NOUN","JJ,NNP,NN",118
"","mesangium","mesangium","NOUN","NN",23
"mesenchyme","mesenchymal","mesenchymal,Mesenchymal","ADJ,NOUN,VERB,X","JJ,NN,VB,FW",453
"","mesenchyme","mesenchyme","NOUN,DET","NN,DT",82
"","mesenteric","mesenteric,Mesenteric","ADJ,NOUN","JJ,NN",23
"x","meshwork","meshwork,meshworks","NOUN,VERB","NN,NNS,VB",34
"x","meso","meso","NOUN,X,VERB,ADV","NN,AFX,VB,RB",30
"","mesoderm","mesoderm","NOUN,VERB","NN,VB",216
"mesoderm","mesodermal","mesodermal","ADJ,NOUN","JJ,NN",101
"mesonephro","mesonephric","mesonephric,Mesonephric","ADJ,NOUN,X","JJ,NN,LS",233
"","mesonephro","mesonephros,Mesonephros","NOUN,PROPN","NNS,NNP,NN",99
"x","messenger","messenger,Messenger,messengers","NOUN,PROPN,VERB,ADV,ADJ","NN,NNP,NNS,VB,RBR,JJR",220
"x","meta","meta","NOUN,X,PART","NN,FW,TO",23
"metabolism","metabolic","metabolic,Metabolic,METABOLIC","NOUN,ADJ,X,PROPN","NN,JJ,GW,NNP",2742
"","metabolism","metabolism,Metabolism","NOUN","NN",1186
"metabolism","metabolite","metabolites,metabolite,Metabolites","NOUN,VERB,X,ADJ","NNS,VBZ,NN,ADD,JJ",238
"metabolism","metabolize","metabolized,metabolize,metabolizing,metabolizes","VERB,NOUN,ADJ","VBN,VB,NN,JJ,VBD,VBG,VBZ,VBP",91
"x","metabotropic","metabotropic","X,NOUN,ADJ","LS,NN,JJ,GW",52
"","metacarpal","metacarpal,metacarpals,Metacarpal","ADJ,NOUN,VERB","JJ,NN,NNS,VB",182
"x","metacarpophalangeal","metacarpophalangeal","ADJ,NOUN","JJ,NN",27
"x","metal","metal,metals,Metal,METALS","NOUN,ADJ,VERB,PROPN","NN,NNS,JJ,VB,NNP",220
"x","metallic","metallic","ADJ,NOUN","JJ,NN",43
"x","metallo","metallo","NOUN","NN",26
"x","metallopeptidase","metallopeptidase,metallopeptidases","NOUN","NN,NNS",30
"x","metalloprotease","metalloproteases,metalloprotease","NOUN,ADJ","NNS,NN,JJ",35
"x","metalloproteinase","metalloproteinase,metalloproteinases","NOUN","NN,NNS",95
"","metamorphosis","metamorphosis","NOUN,PRON,VERB,ADV","NN,DT,PRP,VBZ,RB",32
"x","metanephric","metanephric,Metanephric","ADJ,NOUN,X","JJ,NN,LS",376
"x","metanephro","metanephros,Metanephros","NOUN,PROPN","NNS,NN,NNP",113
"","metaphase","metaphase","NOUN","NN",101
"","metaphyse","metaphyses","NOUN","NNS",21
"","metaphyseal","metaphyseal","NOUN,ADJ","NN,JJ",46
"","metaphysis","metaphysis","NOUN","NN",47
"","metastasis","metastasis","NOUN,PRON,VERB","NN,DT,VBZ",151
"metastasis","metastasize","metastasizing,metastasize,metastasizes","VERB,NOUN,ADJ","VBG,NN,VB,JJ,VBZ,NNS",20
"metastasis","metastatic","metastatic,Metastatic","ADJ,NOUN","JJ,NN",53
"","metatarsal","metatarsal,metatarsals","NOUN,ADJ,X","NN,JJ,NNS,FW",87
"","metazoan","Metazoan,metazoans,metazoan","ADJ,NOUN,AUX","JJ,NNS,NN,MD",21
"x","methane","methane,Methane","NOUN,ADJ,VERB,PROPN","NN,JJ,VB,NNP",70
"x","methanol","methanol","NOUN,VERB","NN,VB",60
"x","methionine","methionine,methionines","NOUN,NUM,PRON,VERB,PROPN,X","NN,CD,PRP,VBP,VB,NNP,GW,NNS",752
"x","methionyl","methionyl","NOUN,VERB,PROPN,INTJ,AUX","NN,VB,NNP,UH,MD",34
"x","method","method,methods","NOUN","NN,NNS",35
"x","methotrexate","methotrexate,Methotrexate","NOUN,PROPN,VERB,ADJ","NN,NNP,VB,JJ",20
"x","methoxy","methoxy","NOUN,X","NN,GW",57
"x","methyl","methyl,Methyl","NOUN,ADV,ADJ,VERB,PROPN,AUX,X,INTJ","NN,RB,JJ,VB,NNP,MD,ADD,UH,VBP",898
"x","methyladenine","methyladenine","NOUN,NUM","NN,CD",30
"x","methylamine","methylamine","NUM,NOUN,VERB,PRON","CD,NN,VB,PRP",31
"methylation","methylate","methylated,methylates,methylate,Methylated,methylating","VERB,ADJ","VBN,VBZ,VB,JJ,VBD,VBG,VBP",148
"","methylation","methylation,Methylation,methylations","NOUN,PROPN","NN,NNP,NNS",339
"x","methylbut","methylbut","NOUN,CCONJ","NN,CC",20
"","methylcytosine","methylcytosine","NOUN,NUM","NN,CD",34
"","methylene","methylene","NOUN,PRON","NN,PRP",27
"","methylenetetrahydrofolate","methylenetetrahydrofolate","NOUN","NN",39
"","methylglutaconic","methylglutaconic","ADJ","JJ",20
"","methylglyoxal","methylglyoxal","X,NOUN,ADJ,VERB","FW,NN,JJ,VB",37
"","methylguanine","methylguanine","NOUN,NUM","NN,CD",27
"","methylguanosine","methylguanosine","NOUN,NUM","NN,CD",48
"","methylhistidine","methylhistidine","NOUN,NUM","NN,CD",23
"","methylmalonic","methylmalonic","ADJ,NOUN","JJ,NN",26
"","methylmalonyl","methylmalonyl","NOUN,PROPN,X,VERB,AUX,ADJ","NN,NNP,ADD,VB,MD,JJ,VBP",32
"","methylthio","methylthio,methylthio)","NOUN,SYM,INTJ","NN,NFP,UH",74
"","methyltransferase","methyltransferase,methyltransferases","NOUN,VERB,INTJ,ADJ","NN,NNS,VB,UH,JJ",528
"","mevalonate","mevalonate","ADJ,NOUN,VERB","JJ,NN,VB,VBP,VBD",57
"x","mg","mg","NOUN,ADJ","NN,JJ",33
"","microRNA","miRNAs,miRNA,microRNA,microRNAs","NOUN,PROPN,ADJ,DET,X,SYM","NNS,NNP,NN,JJ,DT,AFX,SYM",23171
"","microbe","microbes,microbe,Microbe","NOUN,PROPN","NNS,NN,NNP",22
"microbe","microbial","microbial","ADJ","JJ",55
"","microcephaly","microcephaly,Microcephaly","NOUN,ADV,ADJ","NN,RB,JJ",248
"","microfibril","microfibril,microfibrils","NOUN,SCONJ,AUX","NN,NNS,IN,MD",33
"","microfilament","microfilaments,microfilament","NOUN,ADJ","NNS,NN,JJ",45
"","microglial","microglial","ADJ","JJ",29
"","microglobulin","microglobulin,microglobulins","NOUN,ADP","NN,IN,NNS",28
"","micrognathia","micrognathia,micrognathia.","NOUN,SYM","NNS,NN,NFP",33
"","micrometer","micrometer,micrometers","NOUN","NN,NNS",35
"","microorganism","microorganisms,microorganism,Microorganisms","NOUN","NNS,NN",146
"","microphthalmia","microphthalmia,microphthalmia.","NOUN","NN,NNS",70
"x","microscopic","Microscopic,microscopic","ADJ,PROPN","JJ,NNP",43
"x","microscopy","microscopy","NOUN,ADJ,PROPN","NN,JJ,NNP",82
"","microsomal","microsomal,Microsomal","ADJ","JJ",24
"","microtubule","microtubules,microtubule,Microtubule,Microtubules","NOUN,ADJ,SCONJ,VERB,PROPN,X","NNS,JJ,NN,IN,VB,NNP,GW",1093
"microvillus","microvilli","microvilli","NOUN","NNS,NN",32
"","microvillus","microvillus","NOUN,CCONJ,ADJ,X","NN,CC,JJ,ADD",33
"x","mid","mid,Mid","X,NOUN,ADJ","AFX,NN,JJ,GW",46
"","midbrain","midbrain","NOUN,X,ADP,ADJ","NN,GW,IN,JJ",116
"x","middle","middle,Middle,MIDDLE","ADJ,NOUN,PROPN,VERB","JJ,NN,NNP,VB",513
"","midface","midface","NOUN","NN",27
"","midgut","midgut","NOUN","NN",29
"x","midline","midline,Midline","NOUN,NUM,VERB,PROPN","NN,CD,VB,NNP",199
"x","midzone","midzone","NOUN,PRON,NUM","NN,PRP,CD",23
"","migraine","migraines,migraine,Migraine","NOUN,VERB,NUM,PROPN","NNS,NN,VB,CD,NNP",23
"migration","migrate","migrate,migrating,migrates,migrated","VERB,NOUN,ADJ","VBP,NN,VB,VBG,NNS,JJ,VBZ,VBN",154
"","migration","migration,Migration,migrations","NOUN","NN,NNS",946
"migration","migratory","migratory","ADJ,NOUN","JJ,NN",40
"","mild","mild,milder,mildest,Mild","NOUN,ADJ,VERB,PROPN,AUX","NN,JJ,JJS,VB,NNP,MD",340
"mild","mildly","mildly,Mildly","ADV,ADJ","RB,JJ",50
"x","milestone","milestones","NOUN","NNS",28
"x","milk","milk","NOUN","NN",267
"x","mineral","mineral,minerals,Mineral","NOUN,ADJ","NN,JJ,NNS",134
"x","mineralization","mineralization","NOUN","NN",68
"x","mineralocorticoid","mineralocorticoids,mineralocorticoid","NOUN,ADJ,X,VERB","NNS,NN,JJ,AFX,VB",42
"x","mini","mini,Mini","ADJ,PROPN","JJ,NNP",22
"x","minimal","minimal","ADJ,X,NOUN","JJ,GW,NN",47
"x","minimally","minimally","ADV","RB",31
"x","minor","minor,Minor","ADJ,CCONJ,NOUN","JJ,CC,NN",136
"x","minus","minus,Minus","NOUN,CCONJ,PROPN,ADJ,ADP","NN,CC,NNP,JJ,IN",51
"x","minute","minute,minutes","NOUN,ADJ","NN,NNS,JJ",127
"x","mirror","mirroring,mirror,Mirror,mirrors","VERB,NOUN,ADJ,PROPN","VBG,NN,JJ,VBP,NNP,NNS",31
"","misfolded","misfolded","VERB,NOUN,ADJ","VBN,NNS,VB,JJ,VBD",75
"","mismatch","mismatches,mismatch,mismatched","NOUN,DET,VERB,AUX","NNS,NN,DT,VBN,VBZ,WDT",89
"x","miss","missing,miss,Missing","ADJ,NOUN,VERB","JJ,NN,VBG,VB",48
"","missense","missense,Missense","NOUN,DET","NN,DT",29
"x","mite","mite,mites","NOUN","NN,NNS",20
"mitochondrion","mitochondrial","mitochondrial,Mitochondrial","ADJ,NOUN,X,VERB,PROPN","JJ,NN,FW,ADD,VB,NNP",1996
"mitochondrion","mitochondrially","mitochondrially","ADV","RB",30
"","mitochondrion","mitochondria,mitochondrion,Mitochondria,Mitochondrion,mitochondria.,MITOCHONDRIA","NOUN,PROPN,X","NN,NNS,NNP,FW,GW",745
"","mitogen","mitogen,Mitogen,mitogens","NOUN,ADV,PROPN,VERB,NUM,ADJ","NN,NNS,RB,NNP,VB,CD,JJ",159
"mitogen","mitogenic","mitogenic","ADJ,NOUN","JJ,NN",53
"","mitoribosome","mitoribosomes,mitoribosome","NOUN","NNS,NN",225
"","mitosis","mitosis,Mitosis","NOUN,PRON,DET,PROPN,VERB,ADV","NN,DT,PRP$,NNP,PRP,VBZ,RB",270
"mitosis","mitotic","mitotic,Mitotic","ADJ,X,NOUN","JJ,GW,NN",796
"x","mitral","mitral,Mitral","ADJ","JJ",67
"x","mix","mixing,mixed,mix","NOUN,VERB,ADJ","NN,VBN,JJ",95
"x","mixture","mixture,mixtures,Mixture","NOUN","NN,NNS",67
"x","ml","ml,MLS","NOUN,PROPN,AUX,ADJ","NN,NNP,MD,JJ",20
"x","mm","MMS,mm","PROPN,NOUN","NNP,NN",182
"x","mmHg","mmHg","NOUN","NN",20
"x","mo","Mo,mo,MOS","PROPN,X,NOUN,INTJ,SCONJ","NNP,AFX,NN,UH,IN",30
"","mobile","mobile","ADJ","JJ",25
"mobile","mobility","mobility,mobilities,Mobility","NOUN","NN,NNS",73
"mobile","mobilization","mobilization","NOUN","NN",23
"x","mode","mode,modes","NOUN","NN,NNS",67
"x","model","model,models,modeling","NOUN","NN,NNS",58
"x","moderate","moderate,Moderate","ADJ,VERB,NOUN","JJ,VB,NN",191
"x","moderately","moderately,Moderately","ADV,ADJ","RB,JJ",33
"","modification","modification,modifications,Modifications,Modification,MODIFICATIONS","NOUN,PROPN","NN,NNS,NNP",707
"","modifier","modifier,modifiers","NOUN,ADP,ADJ,ADV","NN,IN,JJR,NNS,RB",62
"modification","modify","modified,modify,modifies,modifying,Modified","VERB,NOUN,AUX,ADJ,ADV,PROPN","VBN,VB,NNS,VBG,VBZ,VBD,VBP,JJ,RB,NNP",361
"modulation","modulate","modulates,modulate,modulating,modulated,Modulates","VERB,NOUN,ADJ","VBZ,VBP,VBG,VB,NNS,VBN,JJ,NN",2472
"","modulation","modulation,Modulation,modulations","NOUN","NN,NNS",292
"","modulator","modulator,modulators","NOUN","NN,NNS",55
"x","module","module,modules","NOUN","NN,NNS",105
"x","moiety","moiety,moieties","NOUN","NN,NNS",108
"","molar","molar,molars,Molar","NOUN,ADJ","NN,JJ,NNS",42
"","mole","mole,moles","NOUN","NN,NNS",21
"molecule","molecular","molecular,Molecular","ADJ,NOUN,VERB","JJ,NN,VB",1301
"","molecule","molecule,molecules,Molecules","NOUN,VERB,PROPN,SCONJ,AUX,X","NN,NNS,VBP,NNP,IN,VBZ,GW",2963
"x","molt","molts,molting,molt","NOUN,VERB","NNS,NN,VBG",24
"x","molybdenum","molybdenum,Molybdenum","NOUN,ADJ,PROPN,VERB,X","NN,JJ,NNP,VB,GW",109
"","molybdopterin","molybdopterin","NOUN,ADJ,ADP,VERB,PROPN","NN,JJ,IN,VBG,NNP",93
"x","monitor","monitoring,monitors,monitored,MONITORING,monitor","VERB,NOUN,PROPN","VBG,NNS,VBZ,NN,VBN,NNP,VB",29
"x","mono","mono,Mono","NOUN,DET,PROPN","NN,DT,NNP",75
"","monoamine","monoamine,monoamines,Monoamines","NOUN,NUM,VERB","NN,NNS,CD,VB",60
